CustomerID,Total_Orders,Total_Quantity,Total_Spending,Average_Order_Value,Average_Unit_Price,Average_Items_In_Cart,First_Purchase,Last_Purchase,Customer_Tenure,Days_Since_Last_Order,Purchase_Frequency,Favorite_Product,Preferred_Payment,Preferred_Referral,Cluster
C56851,1,5.0,958.15,958.15,191.63,6.0,2023-10-31,2023-10-31,608,608,0.0,Chair,Gift Card,Facebook,1
C56928,1,4.0,1435.0,1435.0,358.75,9.0,2024-01-09,2024-01-09,538,538,0.0,Laptop,Gift Card,Facebook,0
C56938,1,3.0,1117.8,1117.8,372.6,7.0,2025-06-13,2025-06-13,17,17,0.06,Laptop,Credit Card,Referral,0
C56969,2,3.0,193.0,96.5,62.300000000000004,4.0,2023-06-29,2024-01-09,732,538,0.0,Tablet,Debit Card,Email,4
C57093,1,3.0,553.41,553.41,184.47,4.0,2024-02-08,2024-02-08,508,508,0.0,Tablet,Online,Referral,3
C57276,1,5.0,3330.4075,3330.4075,691.28,10.0,2023-08-17,2023-08-17,683,683,0.0,Tablet,Online,Email,5
C57502,1,4.0,2242.32,2242.32,560.58,6.0,2023-06-11,2023-06-11,750,750,0.0,Tablet,Gift Card,Referral,5
C57601,1,4.0,294.6,294.6,73.65,9.0,2024-09-09,2024-09-09,294,294,0.0,Monitor,Debit Card,Google,6
C57798,1,4.0,2308.32,2308.32,577.08,8.0,2024-04-11,2024-04-11,445,445,0.0,Desk,Online,Facebook,5
C57861,1,3.0,915.48,915.48,305.16,8.0,2025-03-07,2025-03-07,115,115,0.01,Printer,Credit Card,Referral,1
C57867,1,4.0,1543.68,1543.68,385.92,8.0,2023-05-17,2023-05-17,775,775,0.0,Chair,Credit Card,Instagram,5
C58063,1,2.0,987.26,987.26,493.63,6.0,2024-08-11,2024-08-11,323,323,0.0,Monitor,Online,Referral,6
C58108,1,4.0,2517.36,2517.36,629.34,4.0,2023-04-11,2023-04-11,811,811,0.0,Tablet,Cash,Instagram,5
C58156,1,1.0,95.1,95.1,95.1,1.0,2024-11-15,2024-11-15,227,227,0.0,Printer,Gift Card,Instagram,1
C58168,1,3.0,754.44,754.44,251.48,4.0,2024-05-24,2024-05-24,402,402,0.0,Phone,Credit Card,Email,2
C58341,1,1.0,639.83,639.83,639.83,2.0,2024-03-26,2024-03-26,461,461,0.0,Phone,Debit Card,Referral,2
C58410,1,1.0,645.46,645.46,645.46,5.0,2023-08-11,2023-08-11,689,689,0.0,Desk,Gift Card,Google,7
C58443,1,2.0,848.64,848.64,424.32,6.0,2023-09-04,2023-09-04,665,665,0.0,Tablet,Credit Card,Referral,3
C58503,1,5.0,1402.6,1402.6,280.52,7.0,2025-05-20,2025-05-20,41,41,0.02,Monitor,Credit Card,Facebook,6
C58638,1,4.0,1531.52,1531.52,382.88,6.0,2024-03-31,2024-03-31,456,456,0.0,Laptop,Cash,Email,0
C58721,1,3.0,617.58,617.58,205.86,4.0,2025-03-03,2025-03-03,119,119,0.01,Tablet,Gift Card,Email,3
C58773,1,5.0,2567.45,2567.45,513.49,8.0,2024-02-26,2024-02-26,490,490,0.0,Printer,Gift Card,Google,5
C58808,1,2.0,539.66,539.66,269.83,4.0,2024-11-08,2024-11-08,234,234,0.0,Chair,Online,Email,1
C58858,1,2.0,674.64,674.64,337.32,4.0,2024-12-02,2024-12-02,210,210,0.0,Chair,Credit Card,Email,1
C59139,1,5.0,458.35,458.35,91.67,9.0,2025-05-12,2025-05-12,49,49,0.02,Tablet,Online,Email,3
C59169,1,4.0,2517.36,2517.36,629.34,7.0,2023-07-10,2023-07-10,721,721,0.0,Chair,Cash,Email,5
C59183,1,5.0,3322.55,3322.55,664.51,8.0,2023-02-28,2023-02-28,853,853,0.0,Phone,Debit Card,Email,5
C59278,1,5.0,2360.05,2360.05,472.01,10.0,2024-10-15,2024-10-15,258,258,0.0,Laptop,Gift Card,Email,5
C59337,1,2.0,1068.86,1068.86,534.43,5.0,2025-05-08,2025-05-08,53,53,0.02,Laptop,Debit Card,Facebook,0
C59338,1,3.0,2070.9,2070.9,690.3,6.0,2024-02-25,2024-02-25,491,491,0.0,Printer,Credit Card,Google,5
C59441,1,5.0,2092.65,2092.65,418.53,6.0,2024-02-09,2024-02-09,507,507,0.0,Monitor,Credit Card,Google,6
C59554,1,2.0,912.08,912.08,456.04,4.0,2024-12-16,2024-12-16,196,196,0.01,Phone,Debit Card,Email,2
C59572,1,1.0,542.07,542.07,542.07,6.0,2023-03-28,2023-03-28,825,825,0.0,Monitor,Cash,Referral,6
C59579,1,2.0,897.7,897.7,448.85,6.0,2023-01-03,2023-01-03,909,909,0.0,Tablet,Credit Card,Instagram,3
C59685,1,2.0,788.32,788.32,394.16,2.0,2023-01-26,2023-01-26,886,886,0.0,Monitor,Online,Referral,6
C59724,1,2.0,819.5,819.5,409.75,2.0,2024-12-09,2024-12-09,203,203,0.0,Tablet,Debit Card,Facebook,3
C59752,1,5.0,1538.8,1538.8,307.76,9.0,2023-01-05,2023-01-05,907,907,0.0,Phone,Gift Card,Google,2
C59774,1,1.0,72.6,72.6,72.6,6.0,2024-04-15,2024-04-15,441,441,0.0,Monitor,Debit Card,Instagram,6
C59823,1,4.0,640.28,640.28,160.07,5.0,2023-11-21,2023-11-21,587,587,0.0,Phone,Online,Email,2
C60029,1,3.0,1524.36,1524.36,508.12,8.0,2023-01-06,2023-01-06,906,906,0.0,Chair,Credit Card,Referral,5
C60037,1,2.0,1054.92,1054.92,527.46,3.0,2025-01-16,2025-01-16,165,165,0.01,Laptop,Debit Card,Referral,0
C60042,1,4.0,1761.24,1761.24,440.31,6.0,2023-02-17,2023-02-17,864,864,0.0,Desk,Cash,Instagram,7
C60178,1,3.0,1023.45,1023.45,341.15,4.0,2023-01-02,2023-01-02,910,910,0.0,Laptop,Cash,Instagram,0
C60190,1,4.0,1898.76,1898.76,474.69,6.0,2023-01-15,2023-01-15,897,897,0.0,Phone,Gift Card,Google,2
C60203,1,2.0,583.7,583.7,291.85,5.0,2024-05-27,2024-05-27,399,399,0.0,Tablet,Cash,Instagram,3
C60215,1,4.0,334.4,334.4,83.6,4.0,2024-11-05,2024-11-05,237,237,0.0,Desk,Debit Card,Facebook,7
C60329,1,5.0,2476.75,2476.75,495.35,5.0,2024-04-26,2024-04-26,430,430,0.0,Desk,Credit Card,Facebook,5
C60355,1,2.0,1000.58,1000.58,500.29,7.0,2024-09-14,2024-09-14,289,289,0.0,Monitor,Online,Google,6
C60361,1,5.0,1948.1,1948.1,389.62,7.0,2024-06-16,2024-06-16,379,379,0.0,Desk,Cash,Facebook,7
C60384,1,4.0,1484.28,1484.28,371.07,7.0,2023-10-05,2023-10-05,634,634,0.0,Laptop,Cash,Facebook,0
C60547,1,1.0,257.0,257.0,257.0,5.0,2023-02-05,2023-02-05,876,876,0.0,Desk,Debit Card,Referral,7
C60572,1,3.0,1497.63,1497.63,499.21,8.0,2023-12-14,2023-12-14,564,564,0.0,Chair,Online,Instagram,5
C60575,1,5.0,1959.3,1959.3,391.86,6.0,2024-07-18,2024-07-18,347,347,0.0,Desk,Credit Card,Instagram,7
C60672,1,1.0,423.4,423.4,423.4,3.0,2024-03-02,2024-03-02,485,485,0.0,Tablet,Debit Card,Referral,3
C60699,1,3.0,1235.85,1235.85,411.95,7.0,2024-01-14,2024-01-14,533,533,0.0,Chair,Credit Card,Referral,1
C61070,1,2.0,951.56,951.56,475.78,2.0,2024-07-04,2024-07-04,361,361,0.0,Tablet,Online,Google,3
C61090,1,4.0,2062.36,2062.36,515.59,7.0,2024-04-07,2024-04-07,449,449,0.0,Laptop,Credit Card,Google,5
C61162,1,4.0,721.0,721.0,180.25,7.0,2024-07-13,2024-07-13,352,352,0.0,Monitor,Debit Card,Facebook,6
C61225,1,2.0,1300.5,1300.5,650.25,6.0,2023-02-25,2023-02-25,856,856,0.0,Monitor,Gift Card,Instagram,6
C61257,1,2.0,507.34,507.34,253.67,3.0,2024-07-05,2024-07-05,360,360,0.0,Monitor,Cash,Facebook,6
C61280,1,3.0,1472.22,1472.22,490.74,3.0,2024-05-24,2024-05-24,402,402,0.0,Phone,Cash,Email,2
C61384,1,3.0,802.35,802.35,267.45,5.0,2024-04-06,2024-04-06,450,450,0.0,Monitor,Gift Card,Instagram,6
C61440,1,1.0,583.9,583.9,583.9,1.0,2023-04-10,2023-04-10,812,812,0.0,Phone,Cash,Email,2
C61521,1,2.0,690.02,690.02,345.01,6.0,2024-05-12,2024-05-12,414,414,0.0,Phone,Credit Card,Google,2
C61549,1,4.0,1286.04,1286.04,321.51,9.0,2024-05-20,2024-05-20,406,406,0.0,Desk,Cash,Google,7
C61618,1,4.0,488.8,488.8,122.2,7.0,2024-03-24,2024-03-24,463,463,0.0,Desk,Cash,Facebook,7
C61668,1,2.0,139.28,139.28,69.64,6.0,2024-05-14,2024-05-14,412,412,0.0,Chair,Cash,Facebook,1
C61773,1,4.0,981.12,981.12,245.28,6.0,2023-10-02,2023-10-02,637,637,0.0,Phone,Credit Card,Email,2
C61849,1,4.0,2311.28,2311.28,577.82,9.0,2024-12-10,2024-12-10,202,202,0.0,Monitor,Credit Card,Google,5
C61943,1,2.0,985.8,985.8,492.9,5.0,2025-05-30,2025-05-30,31,31,0.03,Laptop,Cash,Instagram,0
C61957,1,1.0,483.38,483.38,483.38,6.0,2023-12-24,2023-12-24,554,554,0.0,Printer,Cash,Google,1
C62042,1,5.0,1539.9,1539.9,307.98,10.0,2023-05-14,2023-05-14,778,778,0.0,Tablet,Online,Facebook,3
C62070,1,1.0,176.58,176.58,176.58,4.0,2025-03-12,2025-03-12,110,110,0.01,Monitor,Debit Card,Referral,6
C62169,1,1.0,184.15,184.15,184.15,5.0,2025-04-06,2025-04-06,85,85,0.01,Chair,Gift Card,Facebook,1
C62277,1,4.0,309.88,309.88,77.47,7.0,2024-04-08,2024-04-08,448,448,0.0,Printer,Gift Card,Instagram,1
C62312,1,1.0,52.54,52.54,52.54,6.0,2024-10-06,2024-10-06,267,267,0.0,Printer,Debit Card,Facebook,1
C62405,1,2.0,460.72,460.72,230.36,4.0,2024-12-19,2024-12-19,193,193,0.01,Laptop,Online,Email,0
C62512,1,3.0,275.22,275.22,91.74,8.0,2024-09-10,2024-09-10,293,293,0.0,Printer,Debit Card,Referral,1
C62557,1,3.0,1232.64,1232.64,410.88,8.0,2023-01-13,2023-01-13,899,899,0.0,Monitor,Cash,Instagram,6
C62622,1,1.0,562.61,562.61,562.61,3.0,2025-03-28,2025-03-28,94,94,0.01,Tablet,Credit Card,Facebook,3
C62627,1,1.0,41.09,41.09,41.09,4.0,2023-03-18,2023-03-18,835,835,0.0,Desk,Online,Email,7
C62656,1,4.0,873.72,873.72,218.43,9.0,2025-01-25,2025-01-25,156,156,0.01,Phone,Credit Card,Email,2
C62661,1,3.0,1147.11,1147.11,382.37,8.0,2023-06-12,2023-06-12,749,749,0.0,Tablet,Debit Card,Instagram,3
C62666,1,5.0,322.5,322.5,64.5,8.0,2024-02-01,2024-02-01,515,515,0.0,Chair,Credit Card,Instagram,1
C62740,1,1.0,424.4,424.4,424.4,6.0,2023-02-27,2023-02-27,854,854,0.0,Phone,Online,Referral,2
C63018,1,1.0,38.49,38.49,38.49,4.0,2025-06-22,2025-06-22,8,8,0.11,Printer,Credit Card,Referral,1
C63150,1,3.0,410.91,410.91,136.97,4.0,2024-10-18,2024-10-18,255,255,0.0,Printer,Credit Card,Referral,1
C63153,1,4.0,2199.04,2199.04,549.76,4.0,2023-10-03,2023-10-03,636,636,0.0,Chair,Debit Card,Facebook,5
C63365,1,5.0,1098.9,1098.9,219.78,8.0,2023-08-04,2023-08-04,696,696,0.0,Desk,Credit Card,Facebook,7
C63372,1,5.0,2428.55,2428.55,485.71,10.0,2024-03-12,2024-03-12,475,475,0.0,Chair,Online,Referral,5
C63378,1,1.0,512.39,512.39,512.39,2.0,2024-04-18,2024-04-18,438,438,0.0,Phone,Online,Instagram,2
C63619,1,3.0,1857.63,1857.63,619.21,6.0,2024-04-22,2024-04-22,434,434,0.0,Chair,Debit Card,Email,5
C63657,1,3.0,1274.67,1274.67,424.89,6.0,2025-02-28,2025-02-28,122,122,0.01,Tablet,Debit Card,Google,3
C63727,1,2.0,724.28,724.28,362.14,2.0,2024-12-27,2024-12-27,185,185,0.01,Desk,Debit Card,Instagram,7
C63822,1,4.0,507.56,507.56,126.89,9.0,2023-11-25,2023-11-25,583,583,0.0,Laptop,Cash,Instagram,0
C63827,1,4.0,1974.92,1974.92,493.73,6.0,2025-06-05,2025-06-05,25,25,0.04,Phone,Debit Card,Facebook,2
C64128,1,3.0,284.64,284.64,94.88,8.0,2025-02-09,2025-02-09,141,141,0.01,Tablet,Gift Card,Referral,3
C64160,1,2.0,330.98,330.98,165.49,4.0,2023-08-28,2023-08-28,672,672,0.0,Monitor,Online,Instagram,6
C64502,1,5.0,1600.05,1600.05,320.01,6.0,2024-07-02,2024-07-02,363,363,0.0,Desk,Gift Card,Referral,7
C64516,1,3.0,1517.37,1517.37,505.79,3.0,2023-07-19,2023-07-19,712,712,0.0,Laptop,Debit Card,Referral,0
C64549,1,5.0,1006.1,1006.1,201.22,6.0,2023-08-24,2023-08-24,676,676,0.0,Monitor,Debit Card,Facebook,6
C64554,1,3.0,410.52,410.52,136.84,4.0,2023-08-31,2023-08-31,669,669,0.0,Tablet,Online,Facebook,3
C64579,1,1.0,234.37,234.37,234.37,5.0,2025-02-07,2025-02-07,143,143,0.01,Desk,Debit Card,Email,7
C64638,1,1.0,527.57,527.57,527.57,3.0,2023-02-26,2023-02-26,855,855,0.0,Printer,Debit Card,Facebook,1
C64641,1,5.0,2119.65,2119.65,423.93,5.0,2024-01-07,2024-01-07,540,540,0.0,Tablet,Debit Card,Facebook,5
C64753,1,4.0,1050.08,1050.08,262.52,4.0,2024-08-22,2024-08-22,312,312,0.0,Chair,Debit Card,Instagram,1
C64935,1,1.0,304.11,304.11,304.11,2.0,2024-09-06,2024-09-06,297,297,0.0,Monitor,Gift Card,Referral,6
C65021,1,2.0,809.92,809.92,404.96,4.0,2024-05-04,2024-05-04,422,422,0.0,Phone,Cash,Email,2
C65056,1,4.0,2129.96,2129.96,532.49,6.0,2025-06-21,2025-06-21,9,9,0.1,Tablet,Online,Facebook,3
C65083,1,4.0,2631.16,2631.16,657.79,6.0,2025-02-18,2025-02-18,132,132,0.01,Desk,Credit Card,Google,5
C65107,1,1.0,70.24,70.24,70.24,4.0,2024-09-08,2024-09-08,295,295,0.0,Monitor,Credit Card,Google,6
C65180,1,4.0,858.16,858.16,214.54,7.0,2024-04-04,2024-04-04,452,452,0.0,Tablet,Gift Card,Referral,3
C65251,1,5.0,1168.35,1168.35,233.67,10.0,2024-09-23,2024-09-23,280,280,0.0,Laptop,Cash,Referral,0
C65414,1,2.0,595.42,595.42,297.71,7.0,2025-04-01,2025-04-01,90,90,0.01,Phone,Online,Referral,2
C65497,1,1.0,163.32,163.32,163.32,6.0,2023-11-18,2023-11-18,590,590,0.0,Monitor,Cash,Facebook,6
C65524,1,5.0,1919.1,1919.1,383.82,7.0,2025-01-20,2025-01-20,161,161,0.01,Laptop,Credit Card,Google,0
C65565,1,3.0,402.15,402.15,134.05,3.0,2024-02-13,2024-02-13,503,503,0.0,Desk,Credit Card,Google,7
C65744,1,1.0,582.04,582.04,582.04,1.0,2024-07-30,2024-07-30,335,335,0.0,Phone,Gift Card,Email,2
C65799,1,4.0,2260.8,2260.8,565.2,9.0,2024-01-05,2024-01-05,542,542,0.0,Tablet,Debit Card,Google,5
C65890,1,5.0,1577.85,1577.85,315.57,6.0,2024-01-08,2024-01-08,539,539,0.0,Tablet,Debit Card,Email,3
C65905,1,5.0,950.4,950.4,190.08,9.0,2024-01-17,2024-01-17,530,530,0.0,Laptop,Cash,Instagram,0
C65986,1,5.0,3330.4075,3330.4075,670.48,5.0,2024-07-01,2024-07-01,364,364,0.0,Laptop,Gift Card,Facebook,5
C66078,1,4.0,1101.12,1101.12,275.28,9.0,2023-10-02,2023-10-02,637,637,0.0,Desk,Gift Card,Facebook,7
C66093,1,4.0,2595.64,2595.64,648.91,6.0,2023-06-28,2023-06-28,733,733,0.0,Printer,Credit Card,Instagram,5
C66112,1,4.0,1866.8,1866.8,466.7,8.0,2024-02-23,2024-02-23,493,493,0.0,Desk,Debit Card,Instagram,7
C66116,1,5.0,322.45,322.45,64.49,7.0,2025-03-21,2025-03-21,101,101,0.01,Chair,Online,Facebook,1
C66149,1,4.0,1537.28,1537.28,384.32,6.0,2024-12-13,2024-12-13,199,199,0.0,Desk,Credit Card,Google,7
C66196,1,2.0,796.9,796.9,398.45,7.0,2024-09-28,2024-09-28,275,275,0.0,Phone,Debit Card,Google,2
C66254,1,1.0,515.32,515.32,515.32,1.0,2024-04-20,2024-04-20,436,436,0.0,Chair,Gift Card,Email,1
C66332,1,3.0,1907.94,1907.94,635.98,5.0,2023-03-10,2023-03-10,843,843,0.0,Monitor,Cash,Referral,6
C66349,1,1.0,565.85,565.85,565.85,1.0,2023-03-05,2023-03-05,848,848,0.0,Desk,Gift Card,Facebook,7
C66438,1,1.0,90.27,90.27,90.27,5.0,2024-06-09,2024-06-09,386,386,0.0,Laptop,Cash,Facebook,0
C66462,1,5.0,1739.6,1739.6,347.92,6.0,2023-01-18,2023-01-18,894,894,0.0,Phone,Cash,Google,2
C66521,1,4.0,1600.28,1600.28,400.07,5.0,2024-06-13,2024-06-13,382,382,0.0,Chair,Online,Referral,5
C66567,1,2.0,79.02,79.02,39.51,5.0,2024-06-19,2024-06-19,376,376,0.0,Desk,Online,Facebook,7
C66840,1,4.0,2313.08,2313.08,578.27,9.0,2023-10-15,2023-10-15,624,624,0.0,Tablet,Online,Email,5
C66906,1,2.0,518.64,518.64,259.32,2.0,2024-04-25,2024-04-25,431,431,0.0,Printer,Gift Card,Referral,1
C67195,1,4.0,2306.08,2306.08,576.52,5.0,2023-01-07,2023-01-07,905,905,0.0,Chair,Credit Card,Facebook,5
C67260,1,5.0,3330.4075,3330.4075,678.16,7.0,2023-05-02,2023-05-02,790,790,0.0,Laptop,Gift Card,Facebook,5
C67387,1,5.0,1418.65,1418.65,283.73,8.0,2025-06-05,2025-06-05,25,25,0.04,Phone,Gift Card,Instagram,2
C67528,1,4.0,1185.12,1185.12,296.28,5.0,2024-11-24,2024-11-24,218,218,0.0,Monitor,Gift Card,Email,6
C67533,1,1.0,26.95,26.95,26.95,1.0,2024-03-20,2024-03-20,467,467,0.0,Desk,Cash,Email,7
C67551,1,4.0,1955.12,1955.12,488.78,5.0,2024-05-18,2024-05-18,408,408,0.0,Phone,Online,Google,2
C67561,1,3.0,1660.56,1660.56,553.52,4.0,2023-03-14,2023-03-14,839,839,0.0,Phone,Gift Card,Facebook,2
C67583,1,1.0,338.31,338.31,338.31,3.0,2025-06-10,2025-06-10,20,20,0.05,Phone,Online,Google,2
C67604,1,2.0,279.38,279.38,139.69,7.0,2024-01-22,2024-01-22,525,525,0.0,Desk,Online,Email,7
C67687,1,2.0,868.6,868.6,434.3,7.0,2023-07-09,2023-07-09,722,722,0.0,Chair,Cash,Instagram,1
C67818,1,1.0,442.39,442.39,442.39,6.0,2023-11-23,2023-11-23,585,585,0.0,Laptop,Gift Card,Facebook,0
C67870,1,4.0,1648.8,1648.8,412.2,6.0,2024-02-08,2024-02-08,508,508,0.0,Monitor,Credit Card,Referral,6
C67932,1,3.0,514.98,514.98,171.66,7.0,2024-12-19,2024-12-19,193,193,0.01,Chair,Debit Card,Google,1
C67936,1,2.0,1072.5,1072.5,536.25,3.0,2024-10-16,2024-10-16,257,257,0.0,Tablet,Debit Card,Email,3
C68078,1,2.0,987.76,987.76,493.88,7.0,2023-02-22,2023-02-22,859,859,0.0,Desk,Credit Card,Instagram,7
C68266,1,3.0,1960.89,1960.89,653.63,7.0,2024-07-26,2024-07-26,339,339,0.0,Printer,Online,Email,5
C68508,1,1.0,123.28,123.28,123.28,3.0,2024-07-09,2024-07-09,356,356,0.0,Chair,Credit Card,Email,1
C68553,1,3.0,742.41,742.41,247.47,4.0,2025-03-23,2025-03-23,99,99,0.01,Tablet,Online,Facebook,3
C68609,1,3.0,1330.32,1330.32,443.44,3.0,2024-10-22,2024-10-22,251,251,0.0,Chair,Gift Card,Google,1
C68936,1,3.0,1662.75,1662.75,554.25,6.0,2023-04-14,2023-04-14,808,808,0.0,Tablet,Debit Card,Referral,3
C68937,1,2.0,850.06,850.06,425.03,2.0,2023-02-15,2023-02-15,866,866,0.0,Laptop,Cash,Google,0
C68976,1,5.0,868.25,868.25,173.65,9.0,2025-05-28,2025-05-28,33,33,0.03,Phone,Gift Card,Email,2
C69009,1,5.0,2280.3,2280.3,456.06,10.0,2023-08-07,2023-08-07,693,693,0.0,Printer,Cash,Instagram,5
C69021,1,3.0,1874.52,1874.52,624.84,8.0,2023-03-26,2023-03-26,827,827,0.0,Tablet,Credit Card,Facebook,5
C69149,1,2.0,1062.98,1062.98,531.49,7.0,2023-10-14,2023-10-14,625,625,0.0,Printer,Credit Card,Facebook,1
C69167,1,3.0,165.03,165.03,55.01,7.0,2023-10-20,2023-10-20,619,619,0.0,Chair,Online,Email,1
C69168,1,1.0,21.19,21.19,21.19,5.0,2023-08-21,2023-08-21,679,679,0.0,Tablet,Cash,Google,3
C69213,1,4.0,2579.84,2579.84,644.96,7.0,2024-09-07,2024-09-07,296,296,0.0,Laptop,Credit Card,Email,5
C69332,1,3.0,1695.75,1695.75,565.25,7.0,2023-05-20,2023-05-20,772,772,0.0,Monitor,Debit Card,Email,6
C69396,1,3.0,1808.25,1808.25,602.75,6.0,2025-03-15,2025-03-15,107,107,0.01,Printer,Credit Card,Email,5
C69471,1,4.0,1448.24,1448.24,362.06,4.0,2024-10-11,2024-10-11,262,262,0.0,Tablet,Debit Card,Facebook,3
C69476,1,4.0,996.28,996.28,249.07,5.0,2023-01-10,2023-01-10,902,902,0.0,Phone,Credit Card,Referral,2
C69542,1,1.0,422.54,422.54,422.54,1.0,2024-01-23,2024-01-23,524,524,0.0,Printer,Cash,Google,1
C69994,1,5.0,2332.1,2332.1,466.42,5.0,2025-06-24,2025-06-24,6,6,0.14,Monitor,Gift Card,Referral,6
C70010,1,5.0,1153.85,1153.85,230.77,10.0,2025-06-09,2025-06-09,21,21,0.05,Desk,Online,Referral,7
C70148,1,5.0,2647.75,2647.75,529.55,10.0,2023-07-05,2023-07-05,726,726,0.0,Desk,Gift Card,Facebook,5
C70246,1,3.0,476.22,476.22,158.74,7.0,2023-07-27,2023-07-27,704,704,0.0,Desk,Online,Instagram,7
C70315,1,4.0,2024.44,2024.44,506.11,5.0,2023-11-12,2023-11-12,596,596,0.0,Laptop,Cash,Referral,0
C70352,1,1.0,626.6,626.6,626.6,4.0,2025-02-10,2025-02-10,140,140,0.01,Desk,Gift Card,Facebook,7
C70412,1,4.0,2313.12,2313.12,578.28,5.0,2025-06-18,2025-06-18,12,12,0.08,Laptop,Gift Card,Email,0
C70426,1,2.0,672.64,672.64,336.32,3.0,2025-06-20,2025-06-20,10,10,0.09,Laptop,Online,Google,0
C70437,1,4.0,2620.72,2620.72,655.18,5.0,2023-11-24,2023-11-24,584,584,0.0,Chair,Online,Facebook,5
C70452,1,4.0,1265.28,1265.28,316.32,7.0,2024-06-29,2024-06-29,366,366,0.0,Monitor,Debit Card,Facebook,6
C70492,1,4.0,1984.0,1984.0,496.0,8.0,2025-04-15,2025-04-15,76,76,0.01,Monitor,Online,Google,6
C70495,1,2.0,114.14,114.14,57.07,3.0,2024-06-07,2024-06-07,388,388,0.0,Printer,Debit Card,Instagram,1
C70506,1,1.0,454.23,454.23,454.23,3.0,2023-02-25,2023-02-25,856,856,0.0,Monitor,Gift Card,Facebook,6
C70529,1,1.0,105.92,105.92,105.92,6.0,2023-05-18,2023-05-18,774,774,0.0,Desk,Gift Card,Email,7
C70554,1,3.0,418.35,418.35,139.45,8.0,2025-04-07,2025-04-07,84,84,0.01,Monitor,Gift Card,Google,6
C70566,1,5.0,2682.9,2682.9,536.58,5.0,2023-12-28,2023-12-28,550,550,0.0,Desk,Gift Card,Google,5
C70613,1,5.0,2323.7,2323.7,464.74,7.0,2023-01-20,2023-01-20,892,892,0.0,Laptop,Gift Card,Referral,5
C70633,1,2.0,367.34,367.34,183.67,3.0,2024-04-07,2024-04-07,449,449,0.0,Tablet,Online,Google,3
C70659,2,8.0,1853.96,926.98,285.76,6.5,2023-08-20,2025-03-01,680,121,0.0,Chair,Gift Card,Email,4
C70921,1,2.0,457.08,457.08,228.54,3.0,2023-01-14,2023-01-14,898,898,0.0,Printer,Debit Card,Email,1
C70999,1,2.0,433.32,433.32,216.66,6.0,2024-04-17,2024-04-17,439,439,0.0,Tablet,Debit Card,Instagram,3
C71035,1,1.0,436.77,436.77,436.77,5.0,2024-08-03,2024-08-03,331,331,0.0,Tablet,Cash,Google,3
C71040,1,4.0,1739.4,1739.4,434.85,4.0,2023-03-25,2023-03-25,828,828,0.0,Phone,Credit Card,Google,2
C71076,1,2.0,511.98,511.98,255.99,4.0,2023-11-14,2023-11-14,594,594,0.0,Monitor,Credit Card,Instagram,6
C71122,1,1.0,634.4,634.4,634.4,6.0,2023-04-20,2023-04-20,802,802,0.0,Laptop,Cash,Email,0
C71310,1,5.0,2922.3,2922.3,584.46,8.0,2024-06-07,2024-06-07,388,388,0.0,Printer,Credit Card,Email,5
C71471,1,1.0,595.54,595.54,595.54,4.0,2024-05-15,2024-05-15,411,411,0.0,Chair,Gift Card,Instagram,1
C71473,1,5.0,1709.2,1709.2,341.84,8.0,2024-06-05,2024-06-05,390,390,0.0,Chair,Online,Instagram,5
C71486,1,3.0,1407.96,1407.96,469.32,3.0,2023-08-10,2023-08-10,690,690,0.0,Desk,Debit Card,Google,7
C71570,1,4.0,2137.92,2137.92,534.48,9.0,2024-12-18,2024-12-18,194,194,0.01,Chair,Online,Instagram,5
C71680,1,4.0,2270.28,2270.28,567.57,9.0,2024-06-30,2024-06-30,365,365,0.0,Printer,Debit Card,Google,5
C71698,1,5.0,2446.85,2446.85,489.37,8.0,2025-05-17,2025-05-17,44,44,0.02,Desk,Online,Instagram,5
C71797,1,4.0,1857.16,1857.16,464.29,5.0,2025-05-10,2025-05-10,51,51,0.02,Laptop,Debit Card,Email,0
C71899,1,3.0,2004.99,2004.99,668.33,4.0,2023-09-24,2023-09-24,645,645,0.0,Tablet,Gift Card,Facebook,3
C72007,1,3.0,1298.55,1298.55,432.85,4.0,2024-02-28,2024-02-28,488,488,0.0,Chair,Online,Instagram,1
C72043,1,1.0,394.53,394.53,394.53,2.0,2024-06-04,2024-06-04,391,391,0.0,Desk,Cash,Referral,7
C72166,1,1.0,314.38,314.38,314.38,6.0,2024-02-11,2024-02-11,505,505,0.0,Desk,Online,Google,7
C72241,1,4.0,2709.48,2709.48,677.37,8.0,2023-04-30,2023-04-30,792,792,0.0,Monitor,Cash,Google,5
C72290,1,3.0,556.2,556.2,185.4,7.0,2024-10-24,2024-10-24,249,249,0.0,Printer,Gift Card,Facebook,1
C72293,1,3.0,688.02,688.02,229.34,6.0,2023-11-15,2023-11-15,593,593,0.0,Printer,Credit Card,Referral,1
C72533,1,1.0,376.76,376.76,376.76,5.0,2024-12-16,2024-12-16,196,196,0.01,Printer,Debit Card,Email,1
C72588,1,5.0,1574.7,1574.7,314.94,8.0,2024-05-06,2024-05-06,420,420,0.0,Chair,Cash,Instagram,5
C72596,1,2.0,770.32,770.32,385.16,7.0,2025-01-10,2025-01-10,171,171,0.01,Printer,Online,Email,1
C72649,1,5.0,2853.1,2853.1,570.62,7.0,2023-01-04,2023-01-04,908,908,0.0,Monitor,Debit Card,Instagram,5
